,Link,Company,Location,Title,Date
2381,https://seedfund.nsf.gov/awardees/history/details/?company=root-ai-inc,"ROOT AI, INC.","Woburn, MA",SBIR Phase I: Real-Time Pose and Grasping Affordance Estimation for Vine Crops,01/29/2019
2382,https://seedfund.nsf.gov/awardees/history/details/?company=rumi-scientific-inc,"RUMI SCIENTIFIC, INC.","SAN FRANCISCO, CA",STTR Phase I: A Machine Learning Toolbox to Identify Therapeutics for Rare Genetic Disorders from Phenotypic Screens on Micropattern-Based Organoids,01/29/2019
2383,https://seedfund.nsf.gov/awardees/history/details/?company=sassafras-tech-collective,Sassafras Tech Collective,"Ann Arbor, MI",SBIR Phase I: Social Platform with Machine Learning Moderation,01/29/2019
2384,https://seedfund.nsf.gov/awardees/history/details/?company=scion-plasma-llc,Scion Plasma LLC,"EAST LANSING, MI",SBIR Phase I: Single Beam Ion Sources for Advanced Materials Processing,01/29/2019
2385,https://seedfund.nsf.gov/awardees/history/details/?company=scribe-biosciences-inc,"Scribe Biosciences, Inc.","San Francisco, CA",SBIR Phase I: Controlled Organoid Synthesis with Fluorescence-Activated Cell Printing,01/29/2019
2386,https://seedfund.nsf.gov/awardees/history/details/?company=skynano-llc,SkyNano LLC,"Knoxville, TN",SBIR Phase I: Scalable Electrochemical Production Of Carbon Nanotubes From Carbon Dioxide,01/29/2019
2387,https://seedfund.nsf.gov/awardees/history/details/?company=soil-culture-solutions-llc,"Soil Culture Solutions, LLC","Tampa, FL",SBIR Phase I: Generating HLB and canker resistant citrus trees using CRISPR/Cas9,01/29/2019
2388,https://seedfund.nsf.gov/awardees/history/details/?company=sonera-magnetics-inc,"SONERA MAGNETICS, INC","BERKELEY, CA","SBIR Phase I: Evaluating ADFMR magnetometers for portable, non-invasive functional bioimaging",01/29/2019
2389,https://seedfund.nsf.gov/awardees/history/details/?company=split-biosciences-inc,"SPLIT BIOSCIENCES, INC.","SEATTLE, WA",SBIR Phase I: Development of a stand-alone kit for high-throughput and low-cost single-cell RNA sequencing,01/29/2019
2390,https://seedfund.nsf.gov/awardees/history/details/?company=surfasense-llc,Surfasense LLC,"Portland, OR",SBIR Phase I: Multimodal Tactical Sensing for Consumer electronics & Neuroprosthetics,01/29/2019
2391,https://seedfund.nsf.gov/awardees/history/details/?company=tibbar-plasma-technologies-inc,TIBBAR PLASMA TECHNOLOGIES INC.,"Los Alamos, NM",SBIR Phase I: A Plasma Heat Engine for Efficient Production of Fusion Energy,01/29/2019
2392,https://seedfund.nsf.gov/awardees/history/details/?company=tinkercast-llc,"TINKERCAST, LLC","MONTCLAIR, NJ",SBIR Phase I: Interactive Podcast Platform For Listening Comprehension,01/29/2019
2393,https://seedfund.nsf.gov/awardees/history/details/?company=tortuga-agricultural-technologies,Tortuga Agricultural Technologies,"DENVER, CO","SBIR Phase I: Autonomous harvesting, mapping, and forecasting for fresh produce through application of robotics, computer vision, and machine learning",01/29/2019
2394,https://seedfund.nsf.gov/awardees/history/details/?company=unar-labs-llc,"UNAR LABS, LLC","Portland, ME",SBIR Phase I: Development of a Multimodal Interface for improving independence of Blind and Visually-Impaired people,01/29/2019
2395,https://seedfund.nsf.gov/awardees/history/details/?company=vaxform-llc,"VAXFORM, LLC","NAZARETH, PA","SBIR Phase I: Incorporation of a new adjuvant system to produce a thermally stable, orally administered Diphteria-Tetanus-Pertussis vaccine",01/29/2019
2396,https://seedfund.nsf.gov/awardees/history/details/?company=weav3d-inc,WEAV3D Inc.,"Norcross, GA",SBIR Phase I: Thermal Intensification for Continuous Thermoplastic Composite Forming,01/29/2019
2397,https://seedfund.nsf.gov/awardees/history/details/?company=zeovation-inc,"ZeoVation, Inc.","Columbus, OH",SBIR Phase I: Highly Potent Nanozeolite-based Silver Antimicrobials,01/29/2019
2398,https://seedfund.nsf.gov/awardees/history/details/?company=forgeworks-llc,"ForgeWorks, LLC","Evanston, IL",SBIR Phase I: Digital Loft--An online platform for innovation education,01/28/2019
2399,https://seedfund.nsf.gov/awardees/history/details/?company=interstellar-inc,Interstellar Inc.,"Chicago, IL","SBIR Phase I: Online Platform to Host Intra-District, Game-Based Math Competition",01/28/2019
2400,https://seedfund.nsf.gov/awardees/history/details/?company=makefully-llc,"MAKEFULLY, LLC","Kansas City, MO","SBIR Phase I: Collaboration, Creativity and Computational Thinking - A Cooperative Music Tinkering Game",01/28/2019
2401,https://seedfund.nsf.gov/awardees/history/details/?company=a-carrot-inc,"A Carrot, Inc","Cupertino, CA",SBIR Phase I: Qalaxia: skill-aware query engine for K12 Classrooms,12/21/2018
2402,https://seedfund.nsf.gov/awardees/history/details/?company=be-more-inc,"Be More, Inc.","Brooklyn, NY",SBIR Phase I: A Mobile Learning System to Reduce Unconscious Bias Among Healthcare Providers,12/21/2018
2403,https://seedfund.nsf.gov/awardees/history/details/?company=betterment-labs-llc,"BETTERMENT LABS, L.L.C.","PARK CITY, UT","SBIR Phase I: READ! Toolkit, A Knowledge-Based Expert System to Develop Beginning Literacy Curricula in Endangered or Underserved Languages",12/21/2018
2404,https://seedfund.nsf.gov/awardees/history/details/?company=circlein-inc,"CIRCLEIN, INC.","SILVER SPRING, MD",SBIR Phase I: The Smart Study Recommendations Engine,12/21/2018
2405,https://seedfund.nsf.gov/awardees/history/details/?company=comake-inc,"Comake, Inc","LOS ANGELES, CA",SBIR Phase I: The Comake Graph,12/21/2018
2406,https://seedfund.nsf.gov/awardees/history/details/?company=curio-interactive-llc,CURIO INTERACTIVE LLC,"SEATTLE, WA",SBIR Phase I: The Curio Classroom: A Software Toolkit to Spark Engagement in STEM Through Hand-drawn Art and Tangible User Interfaces,12/21/2018
2407,https://seedfund.nsf.gov/awardees/history/details/?company=equilibria-leadership-consulting-llc,EQUILIBRIA LEADERSHIP CONSULTING LLC,"PHILADELPHIA, PA",SBIR Phase I: Young Leader Project,12/21/2018
2408,https://seedfund.nsf.gov/awardees/history/details/?company=folia-water-inc,"FOLIA WATER, INC.","New York, NY",SBIR Phase I: Affordable point-of-use water disinfection through mass-produced nano-silver embedded paper filters,12/21/2018
2409,https://seedfund.nsf.gov/awardees/history/details/?company=goodwintercrop-inc,Goodwintercrop Inc.,"Bellevue, WA",SBIR Phase I: 6crickets Automatic Schedule Recommendation,12/21/2018
2410,https://seedfund.nsf.gov/awardees/history/details/?company=local-crowd-llc-the,"LOCAL CROWD, LLC, THE","LARAMIE, WY",SBIR Phase I: Incubating A Fourth-Sector Ecosystem With A Scalable Educational Crowdfunding Platform,12/21/2018
2411,https://seedfund.nsf.gov/awardees/history/details/?company=nala-systems-inc,"NALA SYSTEMS, INC.","CHAPEL HILL, NC",SBIR Phase I: Chemically Resistant Membranes for Water Purification,12/21/2018
2412,https://seedfund.nsf.gov/awardees/history/details/?company=rocketml-inc,RocketML Inc,"lake oswego, OR",SBIR Phase I: Large Scale And Automated Unsupervised Machine Learning For Anomaly Detection,12/21/2018
2413,https://seedfund.nsf.gov/awardees/history/details/?company=sama-learning-inc,"SAMA LEARNING, INC.","NEVADA CITY, CA",SBIR Phase I: Virtual Reality Based Curriculum for Increased STEM Engagement,12/21/2018
2414,https://seedfund.nsf.gov/awardees/history/details/?company=sown-to-grow-inc,"SOWN TO GROW, INC.","OAKLAND, CA",SBIR Phase I: A K12 Goal-Setting And Reflection Platform That Builds Student Learning Skills And Mindset,12/21/2018
2415,https://seedfund.nsf.gov/awardees/history/details/?company=terrafuse-inc,"TERRAFUSE, INC.","Kensington, CA",SBIR Phase I: Machine learning emulators of weather and hydroclimate models for operational and financial risk assessment,12/21/2018
2416,https://seedfund.nsf.gov/awardees/history/details/?company=trash-inc,TRASH INC.,"Los Angeles, CA",SBIR Phase I: Filmmaking for Everyone: Computational Video Editing,12/21/2018
2417,https://seedfund.nsf.gov/awardees/history/details/?company=impact-proteomics-llc,"IMPACT PROTEOMICS, LLC","Pittsburgh, PA",SBIR Phase I: Universal Proteome Sample Preparation Kit Development,12/17/2018
2418,https://seedfund.nsf.gov/awardees/history/details/?company=stateless-inc,"Stateless, Inc","Boulder, CO",SBIR Phase II: Stateless - Taking from the Lab to a Production Environment,12/13/2018
2419,https://seedfund.nsf.gov/awardees/history/details/?company=teton-composites,Teton Composites,"Laramie, WY",SBIR Phase II: Simulation for structural integrity of as manufactured 3D printed parts,09/21/2018
2420,https://seedfund.nsf.gov/awardees/history/details/?company=embr-labs-inc,embr labs inc.,"Boston, MA",STTR Phase II: Connected low-power wearable technology that provides personalized thermal comfort in offices,09/20/2018
2421,https://seedfund.nsf.gov/awardees/history/details/?company=bioinfoexperts-llc,"Bioinfoexperts, LLC","Thibodaux, LA",SBIR Phase II: An Interactive Graphical Application for Next-Generation Surveillance of Hospital-Acquired Infections using Whole Genome Sequencing and Advanced Analytics,09/19/2018
2422,https://seedfund.nsf.gov/awardees/history/details/?company=inkspace-imaging-inc,"InkSpace Imaging, Inc.","Pleasanton, CA",SBIR Phase II: A suite of flexible printed MRI coils for newborn to adult patients,09/19/2018
2423,https://seedfund.nsf.gov/awardees/history/details/?company=rurisond-inc,"Rurisond, Inc","Redwood City, CA",SBIR Phase II: Long Range 2-way Communications for the Remote IOT,09/19/2018
2424,https://seedfund.nsf.gov/awardees/history/details/?company=sippa-solutions-llc,SIPPA Solutions LLC,"Bayside, NY",STTR Phase II: Self-Health Management Informatics Platform: Improving Patient Engagement in Care Delivery,09/19/2018
2425,https://seedfund.nsf.gov/awardees/history/details/?company=stony-creek-colors-inc,"Stony Creek Colors, Inc","Goodlettsville, TN",STTR Phase II: Novel Analysis Tools for Production of Higher Indican Yielding Plants for Bio-based Indigo,09/19/2018
2426,https://seedfund.nsf.gov/awardees/history/details/?company=cerillo-llc,"Cerillo, LLC","Charlottesville, VA",SBIR Phase II: Development of a Miniaturized Multiwell Plate Reader,09/18/2018
2427,https://seedfund.nsf.gov/awardees/history/details/?company=kandra-labs-inc,KANDRA LABS INC,"San Francisco, CA",SBIR Phase II: Zulip threaded group chat,09/18/2018
2428,https://seedfund.nsf.gov/awardees/history/details/?company=mura-inc,MURA INC.,"San Jose, CA",SBIR Phase II: Advanced Computational Imaging System for 3D Surface Microgeometry and Reflectance Properties Measurement,09/18/2018
2429,https://seedfund.nsf.gov/awardees/history/details/?company=patientsvoices-inc,"PatientsVoices, Inc.","Parkville, MO",SBIR Phase II: Software for Developing Consumer-Driven Health Care Solutions,09/18/2018
2430,https://seedfund.nsf.gov/awardees/history/details/?company=prenosis-inc,"Prenosis, Inc.","Champaign, IL",SBIR Phase II: Point of Care Device for High Frequency Stratification of Patient Populations at Risk of Sepsis,09/18/2018
2431,https://seedfund.nsf.gov/awardees/history/details/?company=autonomous-healthcare-inc,Autonomous Healthcare Inc,"Hoboken, NJ",SBIR Phase II: A Clinical Decision Support System for Fluid Resuscitation of Intensive Care Unit Patients,09/17/2018
2432,https://seedfund.nsf.gov/awardees/history/details/?company=azimuth1-llc,"Azimuth1, LLC","Vienna, VA",SBIR Phase II: Envimetric - Soil and water contamination predictive modeling tools,09/17/2018
2433,https://seedfund.nsf.gov/awardees/history/details/?company=beta-hatch-inc,Beta Hatch Inc,"SeaTac, WA",SBIR Phase II: Scalable insect farming for agriculture,09/17/2018
2434,https://seedfund.nsf.gov/awardees/history/details/?company=codecraft-works-llc,"Codecraft Works, LLC","Melbourne Beach, FL","SBIR Phase II: A Co-creation, Cross-curricular, Standard Aligned Computer Science, Engineering, and Cybersecurity Education Technology Platform",09/17/2018
2435,https://seedfund.nsf.gov/awardees/history/details/?company=emissol-llc,Emissol LLC,"Mill Creek, WA",SBIR Phase II: Novel Urea Mixer to Enable Low Temperature Reduction of Diesel Exhaust Nitrogen Compounds,09/17/2018
2436,https://seedfund.nsf.gov/awardees/history/details/?company=imagen-energy-llc,"Imagen Energy, LLC","New Berlin, WI","SBIR Phase II: Extremely Compact, High Efficiency, Integrated Converter and Energy Storage System",09/17/2018
2437,https://seedfund.nsf.gov/awardees/history/details/?company=inspirit-iot-inc,"Inspirit IoT, Inc.","Champaign, IL",SBIR Phase II: Efficient Custom Machine Learning for Embedded Intelligence in the Internet of Things,09/17/2018
2438,https://seedfund.nsf.gov/awardees/history/details/?company=kw-associates-llc,KW Associates LLC,"Albany, OR",SBIR Phase II: Vacuum Arc Control using Arc Position Sensing and Induced Magnetic Fields,09/17/2018
2439,https://seedfund.nsf.gov/awardees/history/details/?company=parabricks-inc,Parabricks Inc.,"Ann Arbor, MI",SBIR Phase II: Whole Genome Sequencing - Data to Insight in One Hour,09/17/2018
2440,https://seedfund.nsf.gov/awardees/history/details/?company=pc-krause-and-associates-inc,"PC Krause and Associates, Inc.","West Lafayette, IN",SBIR Phase II: Passive Radiative Composite Material,09/17/2018
2441,https://seedfund.nsf.gov/awardees/history/details/?company=saratoga-energy-corporation,Saratoga Energy Corporation,"Richmond, CA","SBIR Phase II: Electrolytic Generation of Low-Cost, High-Density Carbon Nanotubes for High-Performance Lithium-Ion Batteries",09/17/2018
2442,https://seedfund.nsf.gov/awardees/history/details/?company=tg-companies-llc,"TG Companies, LLC","Fountain Hills, AZ",SBIR Phase II: Profitable Recycling of Silicon Solar Cells and Modules,09/17/2018
2443,https://seedfund.nsf.gov/awardees/history/details/?company=via-separations-llc,"Via Separations, LLC","Cambridge, MA",SBIR Phase II: Robust Nanofiltration to Enable Challenging Chemical and Pharmaceutical Separations,09/17/2018
2444,https://seedfund.nsf.gov/awardees/history/details/?company=alcorix-co,Alcorix Co.,"Plainfield, IL",SBIR Phase II: X-Ray Focusing Device for 20-100 keV Photon Energies,09/14/2018
2445,https://seedfund.nsf.gov/awardees/history/details/?company=atoptix-inc,"Atoptix, Inc.","State College, PA","SBIR Phase II: Field-deployable, hand-held spectrophotometer sensor platform for citrus growers to rapidly screen for HLB disease",09/14/2018
2446,https://seedfund.nsf.gov/awardees/history/details/?company=bakman-technologies-llc,Bakman Technologies LLC,"Van Nuys, CA",SBIR Phase II: A Spectroscopic THz Sensor for Mixed Gas Analysis and Air Pollution Monitoring,09/14/2018
2447,https://seedfund.nsf.gov/awardees/history/details/?company=mentor-on-the-go-llc,Mentor on the Go LLC,"San Diego, CA","SBIR Phase II: Modernizing the diagnosis, monitoring, and treating of substance use disorders via an integrated technology platform",09/14/2018
2448,https://seedfund.nsf.gov/awardees/history/details/?company=novol-inc,"Novol, Inc","San Leandro, CA",SBIR Phase II: Bio-based polymers for optical applications,09/14/2018
2449,https://seedfund.nsf.gov/awardees/history/details/?company=petronics-inc,Petronics Inc,"Champaign, IL",SBIR Phase II: Aggressive Maneuvering of Small Autonomous Robots in Home Environments,09/14/2018
2450,https://seedfund.nsf.gov/awardees/history/details/?company=revibro-optics-llc,Revibro Optics LLC,"Bozeman, MT",SBIR Phase II: Closed-loop control of MEMS deformable mirror for two-photon microscopy,09/14/2018
2451,https://seedfund.nsf.gov/awardees/history/details/?company=unspun-inc,"unspun, Inc.","Eugene, OR",SBIR Phase II: An additive method for manufacturing customized textile products,09/14/2018
2452,https://seedfund.nsf.gov/awardees/history/details/?company=squid-books-llc,"Squid Books, LLC","Spokane, WA",SBIR Phase II: An interactive digital textbook that supports earth science learning,09/11/2018
2453,https://seedfund.nsf.gov/awardees/history/details/?company=dynalene-inc,Dynalene Inc.,"Whitehall, PA",STTR Phase II: Corrosion Inhibition of Stainless Steel Alloys in High Temperature Chloride Salts for Concentrated Solar Power Applications,09/08/2018
2454,https://seedfund.nsf.gov/awardees/history/details/?company=impedx-diagnostics,Impedx Diagnostics,"Overland Park, KS",SBIR Phase II: Universal electronic platform and system for rapid (direct from sample) phenotypic Antibiotic Susceptibility Testing (AST),09/08/2018
2455,https://seedfund.nsf.gov/awardees/history/details/?company=adnoviv-inc,"Adnoviv, Inc.","Honolulu, HI",STTR Phase II: Occupancy Estimation and Energy Savings with True Presence Sensors,09/07/2018
2456,https://seedfund.nsf.gov/awardees/history/details/?company=dimensional-energy-inc,Dimensional Energy Inc.,"Ithaca, NY",STTR Phase II: HI-LIGHT - Solar Thermal Chemical Reactor Technology for Converting CO2 to Hydrocarbons,09/07/2018
2457,https://seedfund.nsf.gov/awardees/history/details/?company=cell-reprogramming--therapeutics-llc,Cell Reprogramming & Therapeutics LLC,"Greenfield, WI",SBIR Phase I: Generation of Dopaminergic Neurons from Fat,09/06/2018
2458,https://seedfund.nsf.gov/awardees/history/details/?company=kepley-biosystems-incorporated,Kepley Biosystems Incorporated,"Greensboro, NC",SBIR Phase I: A Novel Horseshoe Crab Device and Approach for a Sustainable Endotoxin Testing Resource,09/06/2018
2459,https://seedfund.nsf.gov/awardees/history/details/?company=solvingdynamics-inc,"SolvingDynamics, Inc.","Danville, CA",SBIR Phase I: Improving Accuracy and Reducing Scan Time of Dynamic Brain PET,09/06/2018
2460,https://seedfund.nsf.gov/awardees/history/details/?company=elektrofi-inc,Elektrofi Inc,"Boston, MA",SBIR Phase II: Novel Formulation for the Delivery of High Concentration Protein Therapeutics,09/05/2018
2461,https://seedfund.nsf.gov/awardees/history/details/?company=ambercycle-inc,"Ambercycle, Inc.","Los Angeles, CA",SBIR Phase II: High-Purity Extraction of PET from Textile Waste,09/04/2018
2462,https://seedfund.nsf.gov/awardees/history/details/?company=applied-biosensors-llc,"Applied Biosensors, LLC","Salt Lake City, UT",SBIR Phase II: In-line sensor for monitoring monoclonal antibody production based on hydrogels containing peptide aptamers,09/04/2018
2463,https://seedfund.nsf.gov/awardees/history/details/?company=cognii-inc,"Cognii, Inc.","San Francisco, CA",SBIR Phase II: Virtual Learning Assistants for Open Response Assessments,09/04/2018
2464,https://seedfund.nsf.gov/awardees/history/details/?company=cyclopure-inc,"CycloPure, Inc.","Encinitas, CA",SBIR Phase II: High-Affinity Cyclodextrin Polymers for Point-of-Use Filtration Products,09/04/2018
2465,https://seedfund.nsf.gov/awardees/history/details/?company=egrove-education-inc,"eGrove Education, Inc.","San Diego, CA",SBIR Phase II: Meaningful Sketching and Meaningful Struggle in STEM Education,09/04/2018
2466,https://seedfund.nsf.gov/awardees/history/details/?company=feasible-inc,"Feasible, Inc.","Berkeley, CA",SBIR Phase II: Electrochemical Acoustic Tools for the Analysis of Batteries,09/04/2018
2467,https://seedfund.nsf.gov/awardees/history/details/?company=genoverde-biosciences-incorporated,"Genoverde Biosciences, Incorporated","Upper Marlboro, MD",SBIR Phase II: Genetic improvement of loblolly pine for increased wood density and improved wood quality,09/04/2018
2468,https://seedfund.nsf.gov/awardees/history/details/?company=green-mountain-semiconductor-inc,"Green Mountain Semiconductor, Inc.","Burlington, VT",SBIR Phase II: In-Memory Artificial Neural Network,09/04/2018
2469,https://seedfund.nsf.gov/awardees/history/details/?company=openspace,Openspace,"SAN FRANCISCO, CA",SBIR Phase II: Fast Creation of Photorealistic 3D Models using Consumer Hardware,09/04/2018
2470,https://seedfund.nsf.gov/awardees/history/details/?company=powerflex-systems,PowerFlex Systems,"Los Altos, CA",SBIR Phase II: Adaptive Charging Network for EV and Energy Services,09/04/2018
2471,https://seedfund.nsf.gov/awardees/history/details/?company=sinwaves-inc,"SinWaves, Inc.","San Jose, CA",SBIR Phase II: A Cloud Managed Solution for Public Transit Signal Priority and Emergency Vehicle Preemption of Traffic Lights,09/04/2018
2472,https://seedfund.nsf.gov/awardees/history/details/?company=soundpipe,SoundPipe,"Charlottesville, VA",SBIR Phase II: IVUS Drug Delivery for Critical Limb Ischemia,09/04/2018
2473,https://seedfund.nsf.gov/awardees/history/details/?company=xtherma-inc,X-Therma Inc.,"Vallejo, CA",SBIR Phase II: Dynamic Nanopores Enabling Non-toxic Cryopreservation to Advance Centralized Manufacturing & Transport of Regenerative Medicines,09/04/2018
2474,https://seedfund.nsf.gov/awardees/history/details/?company=membrion-inc,"Membrion, Inc.","Seattle, WA",SBIR Phase II: Engineered Nanoporous Ceramic Membranes that Enable High-Performance and Low-Cost Flow Batteries,09/01/2018
2475,https://seedfund.nsf.gov/awardees/history/details/?company=parametric-studio-inc,Parametric Studio Inc.,"Ames, IA",SBIR Phase II: Engineering Design Instruction Software for implementing Objectives of Next (EDISON) Generation Standards in K-12,09/01/2018
2476,https://seedfund.nsf.gov/awardees/history/details/?company=south-8-technologies-inc,"South 8 Technologies, Inc.","SAN DIEGO, CA",SBIR Phase II: Liquefied Gas Electrolytes for High Energy Density Energy Storage Devices,09/01/2018
2477,https://seedfund.nsf.gov/awardees/history/details/?company=klar-scientific-inc,"KLAR SCIENTIFIC, INC.","Pullman, WA",SBIR Phase II: Spectroscopy and imaging of irregular surfaces using confocal microscopy,08/17/2018
2478,https://seedfund.nsf.gov/awardees/history/details/?company=read-ask-chat-ltd,"Read, Ask, Chat, Ltd.","Chicago, IL",SBIR Phase II: Testing and Optimizing Digital Tools Aimed at Promoting Parent/Caregiver-Mediated Dialogic Reading from Infancy to Kindergarten Entry and through First Grade,08/17/2018
2479,https://seedfund.nsf.gov/awardees/history/details/?company=fact-labs-inc,Fact Labs Inc.,"San Francisco, CA",SBIR Phase II: Scalable Collaborative Analytical Modeling,08/16/2018
2480,https://seedfund.nsf.gov/awardees/history/details/?company=harvest-croo-llc,"Harvest CROO, LLC","Plant City, FL",SBIR Phase II: Orchestration of Multiple Robotic Subsystems into a Commercially Viable Robotic Strawberry Harvesting System,08/16/2018
2481,https://seedfund.nsf.gov/awardees/history/details/?company=nanoview-diagnostics-inc,nanoView Diagnostics Inc.,"Boston, MA",SBIR Phase II: High-Throughput and Scalable Nanoparticle Characterization for Life Sciences Applications,08/16/2018
2482,https://seedfund.nsf.gov/awardees/history/details/?company=novome-biotechnologies-inc,"Novome Biotechnologies, Inc.","Daly City, CA",SBIR Phase II: Establishing a Synthetic Niche to Reliably Colonize the Human Gut with Engineered Bacterial Therapeutics,08/16/2018
2483,https://seedfund.nsf.gov/awardees/history/details/?company=omics-data-automation-inc,"Omics Data Automation, Inc.","Beaverton, OR",SBIR Phase II: Robust Medical Data Aggregation to Enable Advanced Approaches to Precision Medicine,08/16/2018
2484,https://seedfund.nsf.gov/awardees/history/details/?company=path-ex,PATH EX,"Houston, TX",SBIR Phase II: Rapid Blood Cleansing Device to Combat Infection,08/16/2018
2485,https://seedfund.nsf.gov/awardees/history/details/?company=berkeley-brewing-science-inc,Berkeley Brewing Science Inc.,"Oakland, CA",SBIR Phase II: Engineering brewer's yeast for enhanced flavor production during fermentation,08/15/2018
2486,https://seedfund.nsf.gov/awardees/history/details/?company=birdbrain-technologies,BirdBrain Technologies,"Pittsburgh, PA",STTR Phase II: A Low Cost Robotics kit for Elementary Education,08/15/2018
2487,https://seedfund.nsf.gov/awardees/history/details/?company=flora-coatings-llc,FLORA COATINGS LLC,"PHOENIX, AZ",SBIR Phase II: Transparent Flexible Quasi-Ceramic Intelligent Multifunctional Coatings for Corrosion and Biofouling Protection,08/15/2018
2488,https://seedfund.nsf.gov/awardees/history/details/?company=algenesis-corporation,ALGENESIS CORPORATION,"Cardiff by the Sea, CA",SBIR Phase I: Soft Foam Polyurethanes from Algae Oil,07/23/2018
2489,https://seedfund.nsf.gov/awardees/history/details/?company=enermat-technologies-inc,"EnerMat Technologies, Inc.","Clifton Park, NY",STTR Phase I: Manganese Oxide-Carbon Nanosheet Anodes for Extreme High Power Lithium Ion Batteries,07/20/2018
2490,https://seedfund.nsf.gov/awardees/history/details/?company=tanzen-medical-inc,"TANZEN MEDICAL, INC.","Severna Park, MD",SBIR Phase I: In-home Monitoring of Sleep Fragmentation and Micro-Arousals by Characterizing Leg Movements,07/19/2018
2491,https://seedfund.nsf.gov/awardees/history/details/?company=venostent-inc,"VenoStent, Inc","Nashville, TN",STTR Phase I: Hemodynamic Effects Inform Design of an External Stent to Reduce Dialysis Access Failures,07/19/2018
2492,https://seedfund.nsf.gov/awardees/history/details/?company=pensievision-inc,"Pensievision, Inc.","San Diego, CA","SBIR Phase I: Developing a Single-Visit System to Screen, Diagnose, and Treat Cervical Neoplasia",07/16/2018
2493,https://seedfund.nsf.gov/awardees/history/details/?company=saber-corporation,SABER Corporation,"Bryan, TX",SBIR Phase I: Light Emitting Antimicrobial Bandage,07/16/2018
2494,https://seedfund.nsf.gov/awardees/history/details/?company=emergy-llc,Emergy LLC,"Boulder, CO",SBIR Phase I: Sustainable Biofabrication of Next Generation Materials for High Performance Water Filtration,07/11/2018
2495,https://seedfund.nsf.gov/awardees/history/details/?company=ethera-inc,"E-THERA, INC.","NEW YORK, NY",STTR Phase I: A Mobile Triage Application for Reducing the Risk of COPD Exacerbations,07/09/2018
2496,https://seedfund.nsf.gov/awardees/history/details/?company=ht-crystalsolutions-llc,HT CrystalSolutions LLC,"Clemson, SC",SBIR Phase I: Hydrothermal Growth Strontium Beryllium Borate (SBBO) for deep UV Nonlinear Optical Applications.,07/09/2018
2497,https://seedfund.nsf.gov/awardees/history/details/?company=lumedica-inc,"Lumedica, Inc","Durham, NC",SBIR Phase I: Extended depth imaging with OCT,07/09/2018
2498,https://seedfund.nsf.gov/awardees/history/details/?company=neuroflow-inc,"NeuroFlow, Inc.","Philadelphia, PA",STTR Phase I: Implementation of a Biometric Data Software Platform to Augment Mental Health Treatment,07/09/2018
2499,https://seedfund.nsf.gov/awardees/history/details/?company=neuroprex-inc,NeuroPrex Inc.,"Santa Clara, CA","SBIR Phase I: A Novel, Protective Shield to Increase Safety and Efficacy of rTMS Depression Treatment",07/09/2018
2500,https://seedfund.nsf.gov/awardees/history/details/?company=precision-microwave-inc,Precision Microwave Inc.,"Manhattan, KS",STTR Phase I: Directional minimally invasive microwave antenna for precise spatial control of thermal ablation,07/09/2018
2501,https://seedfund.nsf.gov/awardees/history/details/?company=therapeutic-articulations-llc,"Therapeutic Articulations, LLC","Spring City, PA",SBIR Phase I: The Mobil-Aider: A transformative device to assess joint mobility,07/09/2018
2502,https://seedfund.nsf.gov/awardees/history/details/?company=coastaloceanvision-inc,"CoastalOceanVision, Inc","North Falmouth, MA","SBIR Phase I: Real-Time Assessment of Water Quality, Harmful Algal Blooms, and Toxins from Distributed, Networked Sensor Arrays",07/02/2018
2503,https://seedfund.nsf.gov/awardees/history/details/?company=sharpeyes-llc,"SharpEyes, LLC","Salt Lake City, UT",SBIR Phase I: Tunable Lenses For Smart Eyeglasses with Low-Drift and Light-Weight,07/02/2018
2504,https://seedfund.nsf.gov/awardees/history/details/?company=taza-aya-llc,Taza Aya LLC,"Ann Arbor, MI",STTR Phase I: Protecting Livestock from Airborne Disease Transmission Using Non-thermal Plasma Airstream Disinfection,07/02/2018
2505,https://seedfund.nsf.gov/awardees/history/details/?company=earthsense-inc,"EarthSense, Inc.","Champaign, IL","SBIR Phase I: TerraSentia: Ultra-compact, Autonomous, Teachable Under-canopy Phenotyping Robot for Plant Breeders and Crop Scientists",06/29/2018
2506,https://seedfund.nsf.gov/awardees/history/details/?company=enertia-microsystems-inc,Enertia Microsystems Inc.,"Ann Arbor, MI",SBIR Phase I: Commercialization of low-cost micro birdbath resonant gyroscope,06/29/2018
2507,https://seedfund.nsf.gov/awardees/history/details/?company=instapath-inc,Instapath Inc.,"Houston, TX",STTR Phase I: An automated digital pathology lab for rapid on-site processing and imaging of tissue biopsies,06/29/2018
2508,https://seedfund.nsf.gov/awardees/history/details/?company=liv-medical-technology-inc,LIV Medical Technology Inc.,"Baltimore, MD",SBIR Phase I: Optical Coherence Tomography(OCT)-Sensor Guided Sub-Retinal Injector,06/29/2018
2509,https://seedfund.nsf.gov/awardees/history/details/?company=saguaro-innovation-llc,Saguaro Innovation LLC,"HOUSTON, TX",SBIR Phase I: Blockchain based Logging Management System for IoT Devices,06/29/2018
2510,https://seedfund.nsf.gov/awardees/history/details/?company=farther-farms-inc,"Farther Farms, Inc.","Rochester, NY",STTR Phase I: Development of a Process to Extend the Shelf Life of Fruits and Vegetables at Ambient Temperature,06/26/2018
