,Link,Company,Location,Title,Date
1348,https://seedfund.nsf.gov/awardees/history/details/?company=advisory-aerospace-osc-llc,ADVISORY AEROSPACE OSC LLC,"MINNETONKA, MN",SBIR Phase I: OptimizerAero - A robust production scheduling optimizer for aerospace manufacturers,01/29/2021
1349,https://seedfund.nsf.gov/awardees/history/details/?company=arieca-inc,Arieca Inc.,"Pittsburgh, PA",SBIR Phase I: Liquid Metal-Elastomer Composite for Electromagnetic Shielding,01/29/2021
1350,https://seedfund.nsf.gov/awardees/history/details/?company=blueshift-optics-llc,"BLUESHIFT OPTICS, LLC","CASTRO VALLEY, CA",SBIR Phase I: Organic Glass Scintillator Integration into 64-channel Pixelated Array,01/29/2021
1351,https://seedfund.nsf.gov/awardees/history/details/?company=orobotix-inc,O-Robotix Inc,"MENLO PARK, CA",SBIR Phase I: Autonomous and permanently deployed ship hull inspection and cleaning vehicle,01/29/2021
1352,https://seedfund.nsf.gov/awardees/history/details/?company=progenitor-inc,PROGENITOR INC.,"SALT LAKE CITY, UT",SBIR Phase I: Off-the-Shelf immuno-compatible cell therapies,01/29/2021
1353,https://seedfund.nsf.gov/awardees/history/details/?company=quadratic-3d-inc,"QUADRATIC 3D, INC.","SOMERVILLE, MA",SBIR Phase I:High-resolution Volumetric 3D Printing,01/29/2021
1354,https://seedfund.nsf.gov/awardees/history/details/?company=s2a-technologies-llc,S2A TECHNOLOGIES LLC,"ANN ARBOR, MI",STTR Phase I: Minimizing Uncertainties in Software-based Vibration Compensation of 3D Printers to Enable Increased Speed and Accuracy (COVID-19),01/29/2021
1355,https://seedfund.nsf.gov/awardees/history/details/?company=sarkarkleinlabs,SARKAR-KLEIN-LABS,"GOLDEN, CO",STTR Phase I: Protease-based purification of recombinant human matrix metalloproteases,01/29/2021
1356,https://seedfund.nsf.gov/awardees/history/details/?company=gmj-technologies-inc,"GMJ TECHNOLOGIES, INC.","EVERETT, WA",SBIR Phase II: Next-Generation Capillary Electrophoresis with Mass Spectrometry for Biopharmaceutical and Biomedical Applications,01/28/2021
1357,https://seedfund.nsf.gov/awardees/history/details/?company=o2m-technologies-llc,"O2M Technologies, LLC","Chicago, IL",SBIR Phase II: Enabling Technologies for Noninvasive Oxygen Imaging in Regenerative Medicine,01/28/2021
1358,https://seedfund.nsf.gov/awardees/history/details/?company=simplyvital-health-inc,"SIMPLYVITAL HEALTH, INC.","BELMONT, MA",STTR Phase II: Increased Security for Blockchains Applied to Healthcare,01/28/2021
1359,https://seedfund.nsf.gov/awardees/history/details/?company=biomesense-inc,"BIOMESENSE, INC.","CHICAGO, IL",SBIR Phase I: Development of a Novel Biosensor to Accelerate Investigations of COVID-19 and the Gut Microbiome.,01/06/2021
1360,https://seedfund.nsf.gov/awardees/history/details/?company=creative-biotherapeutics-llc,CREATIVE BIOTHERAPEUTICS LLC,"GURNEE, IL",SBIR Phase I: Stress Pathway Inhibition Prevents COVID-19 Infection (COVID-19),01/06/2021
1361,https://seedfund.nsf.gov/awardees/history/details/?company=ernest-pharmaceuticals,Ernest Pharmaceuticals,"Hadley, MA",SBIR Phase II: A bacterial intracellular delivery platform for liver cancer,01/06/2021
1362,https://seedfund.nsf.gov/awardees/history/details/?company=florica-therapeutics-inc,"FLORICA THERAPEUTICS, INC.","LIVERMORE, CA",SBIR Phase I: Hypothalamus Stem Cell Exosomes for Treatment of COVID-19 (COVID-19),01/06/2021
1363,https://seedfund.nsf.gov/awardees/history/details/?company=paramium-technologies-llc,PARAMIUM TECHNOLOGIES LLC,"TUCSON, AZ",SBIR Phase I: A Flexible and Efficient Manufacturing System for Radio Antenna Reflectors,01/06/2021
1364,https://seedfund.nsf.gov/awardees/history/details/?company=verisim-life-inc,"VERISIM LIFE, INC.","SAN FRANCISCO, CA",SBIR Phase I: Rapid repurposing and translation of COVID-19 therapeutics using a AI-based biosimulation platform: application to ACE2 and Ca2+ multi-target therapies (COVID-19),01/06/2021
1365,https://seedfund.nsf.gov/awardees/history/details/?company=optimeos-life-sciences-inc,"Optimeos Life Sciences, Inc.","Princeton, NJ",STTR Phase I: Formulation of a COVID-19 mRNA Vaccine by Inverse Flash NanoPrecipitation,01/05/2021
1366,https://seedfund.nsf.gov/awardees/history/details/?company=radwave-technologies-inc,RADWAVE TECHNOLOGIES INC.,"PLYMOUTH, MN",SBIR Phase I: Modular And Reconfigurable Electromagnetic Navigation System For Surgical Interventions And Medical Robotics,12/29/2020
1367,https://seedfund.nsf.gov/awardees/history/details/?company=skroot-laboratory-inc,SKROOT LABORATORY INC.,"AMES, IA","SBIR Phase II: Resonant Sensors for Wireless Monitoring of Viable Cell Concentration in Small, Disposable Bioreactors",12/29/2020
1368,https://seedfund.nsf.gov/awardees/history/details/?company=general-engineering--research-llc,"General Engineering & Research, L.L.C.","San Diego, CA",SBIR Phase I: Development of High Efficiency Thermoelectric Materials for Sub 200K Space Applications,12/23/2020
1369,https://seedfund.nsf.gov/awardees/history/details/?company=akanocure-pharmaceuticals-inc,"Akanocure Pharmaceuticals, Inc.","West Lafayette, IN",SBIR Phase I: AK-423: A broad-spectrum antiviral and immunomodulatory agent (COVID-19),12/22/2020
1370,https://seedfund.nsf.gov/awardees/history/details/?company=innovasonic,Innovasonic,"Dublin, CA",SBIR Phase I:Automatic Touch Screen Disinfection (COVID-19),12/22/2020
1371,https://seedfund.nsf.gov/awardees/history/details/?company=lasarrus-clinic-and-research-center,LASARRUS CLINIC AND RESEARCH CENTER,"Baltimore, MD",STTR Phase I: Smart IoT Wearable for Remote Monitoring and Assessment of COVID-19 Patients (COVID-19),12/22/2020
1372,https://seedfund.nsf.gov/awardees/history/details/?company=aspiring-universe-corporation,ASPIRING UNIVERSE CORPORATION,"CHAMPAIGN, IL","SBIR Phase I: Developing a generative framework to assess farmland resilience based on artificial intelligence, satellite data, and stochastic weather modeling",12/21/2020
1373,https://seedfund.nsf.gov/awardees/history/details/?company=atlas-ai-pbc,ATLAS AI P.B.C.,"PALO ALTO, CA",SBIR Phase II: Instance Segmentation in Support of Sustainable Development,12/21/2020
1374,https://seedfund.nsf.gov/awardees/history/details/?company=aura-intelligent-systems-inc,"AURA INTELLIGENT SYSTEMS, INC.","BOSTON, MA",SBIR Phase I: Digital Imaging Radar for Autonomy Infrastructure,12/21/2020
1375,https://seedfund.nsf.gov/awardees/history/details/?company=baonano-llc,"BAONANO, LLC","Lubbock, TX",SBIR Phase I: COVID-19: Self-Disinfecting Nanofiber Filters and Reusable Facemasks,12/21/2020
1376,https://seedfund.nsf.gov/awardees/history/details/?company=bdywr-llc,"BDYWR, LLC","WEST LAFAYETTE, IN",SBIR Phase I: Physically Secure Wearable Key using Electro-Quasistatic Human Body Communication,12/21/2020
1377,https://seedfund.nsf.gov/awardees/history/details/?company=birkeland-current-llc,Birkeland Current LLC,"Waco, TX",SBIR Phase I: Auto Pairing Direct to Cellular Telehealth Gateway for Improved COVID-19 Home Health Monitoring Adherence,12/21/2020
1378,https://seedfund.nsf.gov/awardees/history/details/?company=bondtrue-llc,"BONDTRUE, LLC","TOWSON, MD",SBIR Phase I: BondTrue Incision and Closure Device Prototype Development,12/21/2020
1379,https://seedfund.nsf.gov/awardees/history/details/?company=eclipse-enterogenesis-inc,"ECLIPSE ENTEROGENESIS, INC.","MENLO PARK, CA",SBIR Phase I: Endoluminal Fixation of a Distraction Enterogenesis Device,12/21/2020
1380,https://seedfund.nsf.gov/awardees/history/details/?company=electronic-bio-sciences,Electronic Bio Sciences,"San Diego, CA",SBIR Phase I: Early Diagnosis of the COVID-19 Cytokine Storm via Point-of-Care Antibody Profiling,12/21/2020
1381,https://seedfund.nsf.gov/awardees/history/details/?company=flow-raider-llc,"FLOW RAIDER, LLC","ANNAPOLIS, MD",SBIR Phase I: Micro-textured surfaces for high-performance drone propellers,12/21/2020
1382,https://seedfund.nsf.gov/awardees/history/details/?company=inanovate-inc,"Inanovate, Inc.","Sioux Falls, SD",SBIR Phase I: Ultra-High Throughput COVID-19 Serology Test Using a Novel Biomarker Multiplexing System,12/21/2020
1383,https://seedfund.nsf.gov/awardees/history/details/?company=iqinetics-technologies-inc,IQInetics Technologies Inc.,"Philadelphia, PA",SBIR Phase I: An innovative calibration software to suppress torque ripple and improve performance of electric motors.,12/21/2020
1384,https://seedfund.nsf.gov/awardees/history/details/?company=labrador-systems-inc,"LABRADOR SYSTEMS, INC.","CALABASAS, CA",SBIR Phase I: Assistive Robots for Personal Care and COVID-19 Protection,12/21/2020
1385,https://seedfund.nsf.gov/awardees/history/details/?company=mechasim-inc,MECHASIM INC.,"MEDFORD, MA",STTR Phase I: Design and development of novel oral drug formulations by leveraging the food effect,12/21/2020
1386,https://seedfund.nsf.gov/awardees/history/details/?company=millimeter-wave-systems-llc,"MILLIMETER WAVE SYSTEMS, LLC","AMHERST, MA",STTR Phase II: Versatile Low-Noise Traveling-Wave Parametric Amplifier for Quantum Information Processing,12/21/2020
1387,https://seedfund.nsf.gov/awardees/history/details/?company=nininger-medical-inc,"NININGER MEDICAL, INC.","BREA, CA",SBIR Phase I: Transcatheter Tricuspid Valve Replacement using Physical Vapor Deposition Thin-Films,12/21/2020
1388,https://seedfund.nsf.gov/awardees/history/details/?company=novonate-inc,Novonate Inc,"South San Francisco, CA",SBIR Phase I: A Medical Device to Secure Endotracheal Tubes and Reduce Unplanned Extubations for Neonates in Intensive Care,12/21/2020
1389,https://seedfund.nsf.gov/awardees/history/details/?company=nview-medical-inc,nView medical Inc.,"Salt Lake City, UT",SBIR Phase I: Artificial Intelligence (AI) Enabled 3-Dimensional (3D) Imaging for COVID-19,12/21/2020
1390,https://seedfund.nsf.gov/awardees/history/details/?company=omnecoil-instruments-inc,"OmnEcoil Instruments, Inc.","Lake Oswego, OR",SBIR Phase I: Prostate cancer diagnosis with an integrated endorectal MRI and targeted transrectal biopsy,12/21/2020
1391,https://seedfund.nsf.gov/awardees/history/details/?company=percev-llc,PERCEV LLC,"DAVENPORT, IA",STTR Phase I: Probabilistic and Explainable Deep Learning for the Intuitive Predictive Maintenance of Industrial and Agricultural Equipment,12/21/2020
1392,https://seedfund.nsf.gov/awardees/history/details/?company=sensible-weather-co,SENSIBLE WEATHER CO,"VENICE, CA",SBIR Phase I: Consumer Centric Parametric Insurance,12/21/2020
1393,https://seedfund.nsf.gov/awardees/history/details/?company=sustainable-road-engineering-inc,Sustainable Road Engineering Inc,"Davie, FL",STTR Phase I: Development of a Three Dimensional Paver,12/21/2020
1394,https://seedfund.nsf.gov/awardees/history/details/?company=tangible-research-inc,Tangible Research Inc.,"Chico, CA",STTR Phase I: Haptics in Telerobotics for Improved Remote Dexterity,12/21/2020
1395,https://seedfund.nsf.gov/awardees/history/details/?company=thinking-robots-inc,Thinking Robots Inc.,"BOSTON, MA",SBIR Phase I: COVID-19: Robots for Automating Indoor Disinfection Tasks with Existing Non-Autonomous Devices,12/21/2020
1396,https://seedfund.nsf.gov/awardees/history/details/?company=tric-robotics-llc,TRIC ROBOTICS LLC,"NEWARK, DE",SBIR Phase I: Use of ultraviolet light as a treatment for pathogens in strawberry fields,12/21/2020
1397,https://seedfund.nsf.gov/awardees/history/details/?company=ubiros-inc,UBIROS INC.,"NATICK, MA","SBIR Phase I: Gentle: A Smart, Affordable, Soft Gripper for Robotic Food Picking and Packaging",12/21/2020
1398,https://seedfund.nsf.gov/awardees/history/details/?company=us-air-tech-llc,"US AIR TECH, LLC","TUCSON, AZ",SBIR Phase I: STELLA â?? SATCOM TECHNOLOGY OF ELABORATE LUNEBURG LENS ANTENNA,12/21/2020
1399,https://seedfund.nsf.gov/awardees/history/details/?company=verantos-inc,"VERANTOS, INC.","MENLO PARK, CA",SBIR Phase II: Determination of complex outcome measures using narrative clinical data to enable observational trials,12/21/2020
1400,https://seedfund.nsf.gov/awardees/history/details/?company=wearable-defense-llc,"WEARABLE DEFENSE, LLC","CHARLOTTE, NC",SBIR Phase I: Self-defense wristband,12/21/2020
1401,https://seedfund.nsf.gov/awardees/history/details/?company=xmd-diagnostics-llc,"XMD DIAGNOSTICS, LLC","BALTIMORE, MD",SBIR Phase I: Improved COVID-19 Testing by Rapid Sample Purification,12/21/2020
1402,https://seedfund.nsf.gov/awardees/history/details/?company=nanoinnovations-llc,"NANOINNOVATIONS, LLC","SUGAR LAND, TX",STTR Phase I: An Artificial Intelligence (AI)-based algorithm using nanosensor-based salivary analytics to predict clinical outcomes in symptomatic COVID-19 patients,12/17/2020
1403,https://seedfund.nsf.gov/awardees/history/details/?company=saphtx-inc,"SAPHTX, INC.","NEWARK, NJ",STTR Phase I: Designer peptide opsonins against COVID-19,12/17/2020
1404,https://seedfund.nsf.gov/awardees/history/details/?company=think-bioscience-inc,"THINK BIOSCIENCE, INC.","BOULDER, CO",STTR Phase I: Microbial Discovery and Biosynthesis of Targeted Protease Inhibitors (COVID-19),12/17/2020
1405,https://seedfund.nsf.gov/awardees/history/details/?company=3dfortify-inc,3DFortify Inc.,"Boston, MA",SBIR Phase II: 3D Printing of Thermally Stable Composites for Injection Mold Tooling,12/16/2020
1406,https://seedfund.nsf.gov/awardees/history/details/?company=aquasys-llc,Aquasys LLC,"Washington, DC",SBIR Phase II: Machine Learning Driven Synthetic Sensor for Plant Water Stress,12/16/2020
1407,https://seedfund.nsf.gov/awardees/history/details/?company=cornerstone-genomics-llc,CORNERSTONE GENOMICS LLC,"SHARPSBURG, MD",SBIR Phase II: Innovative software and database tools for targeted genomics,12/16/2020
1408,https://seedfund.nsf.gov/awardees/history/details/?company=pyran-inc,PYRAN INC,"Madison, WI",SBIR Phase II: A New Bio-based Monomer for the Coatings Industry,12/16/2020
1409,https://seedfund.nsf.gov/awardees/history/details/?company=retinal-registry,Retinal Registry,"La Jolla, CA",STTR Phase I: A Pair of Linked Cartographic Maps of our Brain Derived from Clinical Glaucoma Data,12/16/2020
1410,https://seedfund.nsf.gov/awardees/history/details/?company=tega-therapeutics-inc,TEGA Therapeutics Inc,"San Diego, CA",SBIR Phase II: Development of Bioengineered Anticoagulant Heparin from a Non-Animal Source,12/16/2020
1411,https://seedfund.nsf.gov/awardees/history/details/?company=virtual-collaboration-research-inc,VIRTUAL COLLABORATION RESEARCH INC.,"SOMERVILLE, MA",SBIR Phase II: AI-Driven Orientation and Mobility System for the Blind,12/16/2020
1412,https://seedfund.nsf.gov/awardees/history/details/?company=bioaesthetics-corporation,BIOAESTHETICS CORPORATION,"RESEARCH TRIANGLE PARK, NC",STTR Phase I: Novel Acellular Grafts Containing Rifampin and Minocycline for Single-Stage Reconstruction of Stage II-III Pressure Ulcers,12/10/2020
1413,https://seedfund.nsf.gov/awardees/history/details/?company=seven-biosciences-inc,"SEVEN BIOSCIENCES, INC.","DAVIS, CA",STTR Phase I: A kinetic and conformation based platform for targeting G-protein coupled receptors,12/08/2020
1414,https://seedfund.nsf.gov/awardees/history/details/?company=bondwell-technologies-inc,Bondwell Technologies Inc.,"College Station, TX",SBIR Phase I: A high-efficiency filter for endotoxin removal,11/30/2020
1415,https://seedfund.nsf.gov/awardees/history/details/?company=claria-medical-inc,"CLARIA MEDICAL, INC.","SAN FRANCISCO, CA","SBIR Phase I:A Safer, Faster, Simpler and More Cost-Effective System for Tissue Removal in Laparoscopic Hysterectomy and Other Minimally Invasive Surgery",11/30/2020
1416,https://seedfund.nsf.gov/awardees/history/details/?company=ionica-sciences,Ionica Sciences,"Ithaca, NY",SBIR Phase I: Rapid Antigen-based SERS assay for COVID-19 Detection (COVID-19),11/30/2020
1417,https://seedfund.nsf.gov/awardees/history/details/?company=madison-scientific-inc,"MADISON SCIENTIFIC, INC.","MADISON, WI",SBIR Phase I: Smart Shunt Valve to Treat Hydrocephalus,11/30/2020
1418,https://seedfund.nsf.gov/awardees/history/details/?company=starling-medical-inc,"STARLING MEDICAL, INC.","HOUSTON, TX",SBIR Phase I: A Tech-Enabled Urinary Catheter for Patients with Neurogenic Bladder Dysfunction,11/30/2020
1419,https://seedfund.nsf.gov/awardees/history/details/?company=flobio-llc,FLOBIO LLC,"PHILADELPHIA, PA",SBIR Phase I: Automated DOAC assay to determine coagulation status in emergent care,11/24/2020
1420,https://seedfund.nsf.gov/awardees/history/details/?company=flotherm-inc,Flotherm Inc,"Los Angeles, CA",SBIR Phase I: Thermal Compression Device for Maintenance of Perioperative Normothermia,11/24/2020
1421,https://seedfund.nsf.gov/awardees/history/details/?company=hawaii-integrated-analytics-llc,HAWAII INTEGRATED ANALYTICS LLC,"HONOLULU, HI",SBIR Phase I: REAL-TIME SELF-MONITORING SYSTEM FOR COVID-19 PROGNOSIS,11/24/2020
1422,https://seedfund.nsf.gov/awardees/history/details/?company=kenai-design-llc,"KENAI DESIGN, LLC","SANDY HOOK, CT",SBIR Phase I: Dynamic Night Splint,11/24/2020
1423,https://seedfund.nsf.gov/awardees/history/details/?company=oys-mobility-inc,OYS MOBILITY INC.,"Seattle, WA",SBIR Phase I: Using technology to increase access to prosthetic care for people with limb amputations,11/24/2020
1424,https://seedfund.nsf.gov/awardees/history/details/?company=relavo-llc,"RELAVO, LLC","BALTIMORE, MD",SBIR Phase I: A Novel Disinfection Method to Prevent Infection in Peritoneal Dialysis,11/24/2020
1425,https://seedfund.nsf.gov/awardees/history/details/?company=revive-biotechnology-inc,REVIVE BIOTECHNOLOGY INC.,"CHAMPAIGN, IL",SBIR Phase I: Intravitreal oxygen nanobubble technology for treatment of retinal artery occlusions,11/24/2020
1426,https://seedfund.nsf.gov/awardees/history/details/?company=alphaen-corporation,alpha-En Corporation,"Yonkers, NY",SBIR Phase I: Electrochemical Flow Reactor for Uniform Deposition of Li Metal Anodes,11/23/2020
1427,https://seedfund.nsf.gov/awardees/history/details/?company=circadian-positioning-systems-inc,CIRCADIAN POSITIONING SYSTEMS INC,"EAST GREENWICH, RI",STTR Phase I: Individualized circadian rhythm therapy via schedule-sensitive photic interventions in shared workspaces,11/23/2020
1428,https://seedfund.nsf.gov/awardees/history/details/?company=fruitvaccine-incorporation,FruitVaccine Incorporation,"Champaign, IL",SBIR Phase I: Stabilization of the desired epitopes of hRSV-F protein for efficient absorption through the gut,11/23/2020
1429,https://seedfund.nsf.gov/awardees/history/details/?company=fyr-diagnostics-llc,"FYR DIAGNOSTICS, LLC","MISSOULA, MT",SBIR Phase I: The early detection of HLB Disease in citrus trees utilizing a novel isothermal PCR technology to identify host small RNAs,11/23/2020
1430,https://seedfund.nsf.gov/awardees/history/details/?company=indrio-technologies,Indrio Technologies,"San Jose, CA",SBIR Phase I: Laser-based in-exhaust NOx sensor for automotive applications,11/23/2020
1431,https://seedfund.nsf.gov/awardees/history/details/?company=numix-materials-inc,NUMIX Materials Inc.,"Chicago, IL",SBIR Phase I: Recovery of Critical Metals from Lithium Ion Battery Black Mass,11/23/2020
1432,https://seedfund.nsf.gov/awardees/history/details/?company=omnicyte-llc,"OMNICYTE, LLC","GUILFORD, CT",SBIR Phase I: Rapid Development of a Protein Vaccine for COVID-19,11/23/2020
1433,https://seedfund.nsf.gov/awardees/history/details/?company=symbrosia-inc,"Symbrosia, Inc.","Kailua Kona, HI",SBIR Phase I: Optimizing effluent uptake and bioactive stability of Asparagopsis taxiformis as a methane-reducing livestock feed additive,11/23/2020
1434,https://seedfund.nsf.gov/awardees/history/details/?company=altrix-medical-inc,"Altrix Medical, Inc.","Centreville, VA",SBIR Phase II: Smartphone Automated External Defibrillator,09/23/2020
1435,https://seedfund.nsf.gov/awardees/history/details/?company=dynamic-entropy-technology-llc,"DYNAMIC ENTROPY TECHNOLOGY, LLC","San Antonio, TX",STTR Phase I: Development of an Intranasal Vaccine for COVID-19,09/22/2020
1436,https://seedfund.nsf.gov/awardees/history/details/?company=nucleos-incorporated,Nucleos Incorporated,"Santa Cruz, CA","SBIR Phase II: Digital rehabilitation platform for higher education, mental health, and workforce readiness",09/22/2020
1437,https://seedfund.nsf.gov/awardees/history/details/?company=leading-edge-crystal-technologies-inc,"Leading Edge Crystal Technologies, Inc.","Somerville, MA",SBIR Phase II: Development of a Continuous Doping and Feeding System for Controlling the Resistivity of Floating Silicon Method Silicon Wafers,09/18/2020
1438,https://seedfund.nsf.gov/awardees/history/details/?company=circlein-inc,"CIRCLEIN, INC.","SILVER SPRING, MD",SBIR Phase II: The Smart Study Recommendations Engine,09/16/2020
1439,https://seedfund.nsf.gov/awardees/history/details/?company=scalar-magnetics-llc,"SCALAR MAGNETICS, LLC","CUYAHOGA FALLS, OH",STTR Phase I: Nuclear Magnetic Resonance Spectroscopy at Low Magnetic Fields,09/16/2020
1440,https://seedfund.nsf.gov/awardees/history/details/?company=myriad-sensors,Myriad Sensors,"Mountain View, CA",SBIR Phase II: Natural Language Voice Controlled Science Equipment,09/15/2020
1441,https://seedfund.nsf.gov/awardees/history/details/?company=activsignal-llc,"ActivSignal, LLC","Belmont, MA",SBIR Phase II: Early Detection of Pancreatic Cancer using Multiplex Protein Profiling,09/14/2020
1442,https://seedfund.nsf.gov/awardees/history/details/?company=avisi-technologies-inc,"Avisi Technologies, Inc","Philadelphia, PA",SBIR Phase II: Nanotechnology-Enabled Implant for Controlling Intraocular Pressure,09/14/2020
1443,https://seedfund.nsf.gov/awardees/history/details/?company=cactus-medicalllc,"CACTUS MEDICAL,LLC","IRVINE, CA","SBIR Phase II: Finalized Design, Performance and Safety Testing of SmartOto, A Handheld Device for Detection of Otitis Media",09/14/2020
1444,https://seedfund.nsf.gov/awardees/history/details/?company=digitouch-health-llc,DIGITOUCH HEALTH LLC,"VALHALLA, NY",SBIR Phase II: Smartphone-based blood pressure monitoring via the oscillometric finger pressing method,09/14/2020
1445,https://seedfund.nsf.gov/awardees/history/details/?company=gro-biosciences-inc,GRO BIOSCIENCES INC,"BROOKLINE, MA",SBIR Phase II: Synthetic biology platform for production of stabilized high-value proteins,09/14/2020
1446,https://seedfund.nsf.gov/awardees/history/details/?company=habitaware-inc,"HABITAWARE, INC.","Saint Louis Park, MN",SBIR Phase II: New Wearable for Body Focused Repetitive Behavior Detection,09/14/2020
1447,https://seedfund.nsf.gov/awardees/history/details/?company=jupiter-therapeutics-inc,"JUPITER THERAPEUTICS, INC.","LOS ALAMITOS, CA",SBIR Phase I: Cell-derived vesicles loaded with novel anti-inflammatories for treatment of severe COVID-19,09/14/2020
1448,https://seedfund.nsf.gov/awardees/history/details/?company=lapovations-llc,"Lapovations, LLC","Fayetteville, AR",SBIR Phase II: AbGrab Laparoscopic Lifting Device,09/14/2020
1449,https://seedfund.nsf.gov/awardees/history/details/?company=regenx-llc,RegenX LLC,"Burlington, MA",SBIR Phase I: An Injectable Treatment for the Repair of Damaged Tendons and Ligaments,09/14/2020
1450,https://seedfund.nsf.gov/awardees/history/details/?company=rejoule-incorporated,Rejoule Incorporated,"Garden Grove, CA",SBIR Phase II: Real-time predictive battery pack diagnostics and algorithms,09/14/2020
1451,https://seedfund.nsf.gov/awardees/history/details/?company=sentinel-environmental-group-llc,Sentinel Environmental Group LLC,"Houston, TX",SBIR Phase II:Polyvalent Bacteriophages as Livestock Feed Additives and Alternatives to Antibiotics for Pathogen Control and Improved Animal Performance,09/14/2020
1452,https://seedfund.nsf.gov/awardees/history/details/?company=solvus-global-llc,SOLVUS GLOBAL LLC,"Worcester, MA",SBIR Phase II: Artificially Intelligent Solution to Maximize Value Creation and Upcycling Potential of Aluminum Scrap,09/14/2020
1453,https://seedfund.nsf.gov/awardees/history/details/?company=sown-to-grow-inc,"SOWN TO GROW, INC.","OAKLAND, CA",SBIR Phase II: A K-12 Goal-Setting and Reflection Platform that Builds Student Learning Skills and Mindset,09/14/2020
1454,https://seedfund.nsf.gov/awardees/history/details/?company=thermaquil-inc,"THERMAQUIL, INC.","PHILADELPHIA, PA",SBIR Phase II: Drug Free Noninvasive Occipital Nerve Block Device to Reduce Opiate Prescriptions,09/14/2020
1455,https://seedfund.nsf.gov/awardees/history/details/?company=tinkercast-llc,"TINKERCAST, LLC","MONTCLAIR, NJ",SBIR Phase II: Interactive Podcast Platform,09/14/2020
1456,https://seedfund.nsf.gov/awardees/history/details/?company=xonotiv-llc,Xonotiv LLC,"Auburn, WA","SBIR Phase II: A novel clutch mechanism for a more intuitive, stable prosthetic knee",09/14/2020
1457,https://seedfund.nsf.gov/awardees/history/details/?company=ampx-technologies-inc,"AmpX Technologies, Inc.","College Park, MD",SBIR Phase II: Integrated Onboard Charger and Auxiliary Power Module for Electric Vehicles,09/11/2020
1458,https://seedfund.nsf.gov/awardees/history/details/?company=atheraxon-inc,"ATHERAXON, INC.","ATLANTA, GA",SBIR Phase II: New 5G and internet-of-things systems for tracking and identification in shipping,09/11/2020
1459,https://seedfund.nsf.gov/awardees/history/details/?company=badvr-inc,"BADVR, INC.","Marina Del Rey, CA",SBIR Phase II: Novel Platform for Visualizing Big Data in Virtual Reality,09/11/2020
1460,https://seedfund.nsf.gov/awardees/history/details/?company=bender-tech-llc,"Bender Tech, LLC","Raleigh, NC",SBIR Phase II: Internet-Connected Urinalysis System for Passive Health Monitoring,09/11/2020
1461,https://seedfund.nsf.gov/awardees/history/details/?company=blueshift-llc,"BLUESHIFT, LLC","Broomfield, CO",SBIR Phase II: Solar Concentrator Unit for Low-Cost Metal Additive Manufacturing,09/11/2020
1462,https://seedfund.nsf.gov/awardees/history/details/?company=drone-amplified-inc,"Drone Amplified, Inc.","Lincoln, NE",SBIR Phase II: Intelligent Drone Ignitions To Manage Fires,09/11/2020
1463,https://seedfund.nsf.gov/awardees/history/details/?company=forcast-orthopedics-inc,FORCAST ORTHOPEDICS INC,"LONGMONT, CO",SBIR Phase II: Antibiotic-Dispensing Spacer for Improved Periprosthetic Joint Infection (PJI) Treatment,09/11/2020
1464,https://seedfund.nsf.gov/awardees/history/details/?company=lumedica-inc,"Lumedica, Inc","Durham, NC",SBIR Phase II: Extended depth imaging with optical coherence tomography (OCT),09/11/2020
1465,https://seedfund.nsf.gov/awardees/history/details/?company=tortuga-agricultural-technologies,Tortuga Agricultural Technologies,"DENVER, CO","SBIR Phase II: Autonomous harvesting, mapping, and forecasting for fresh produce through application of robotics, computer vision, and machine learning",09/11/2020
1466,https://seedfund.nsf.gov/awardees/history/details/?company=transport-phenomena-technologies,TRANSPORT PHENOMENA TECHNOLOGIES,"MEDFORD, MA",SBIR Phase II: Rapid and Accurate Multi-Variable Optimization Software for Arrays of Heat Sinks,09/11/2020
1467,https://seedfund.nsf.gov/awardees/history/details/?company=travera-llc,Travera LLC,"Cambridge, MA",SBIR Phase II: Developing suspended microchannel resonators as a platform for personalized medicine in cancer,09/11/2020
1468,https://seedfund.nsf.gov/awardees/history/details/?company=traxyl-inc,"TRAXyL, Inc.","Warrenton, VA",SBIR Phase II: An Economic Optical Fiber Solution to the Last Mile Problem,09/11/2020
1469,https://seedfund.nsf.gov/awardees/history/details/?company=unar-labs-llc,"UNAR LABS, LLC","Portland, ME",SBIR Phase II: Development of a Multimodal Interface for improving independence of Blind and Visually-Impaired people,09/11/2020
1470,https://seedfund.nsf.gov/awardees/history/details/?company=zeovation-inc,"ZeoVation, Inc.","Columbus, OH",SBIR Phase II (COVID-19): Highly Potent Nanozeolite-based Silver Antimicrobials,09/11/2020
1471,https://seedfund.nsf.gov/awardees/history/details/?company=behaivior-llc,BEHAIVIOR LLC,"PITTSBURGH, PA",SBIR Phase I: Project PAIR: Optimized Managed Care Through Personalized AI for Individuals in Recovery,09/10/2020
1472,https://seedfund.nsf.gov/awardees/history/details/?company=benanova-inc,BENANOVA Inc,"Raleigh, NC",SBIR Phase I: COVID-19-impermeable high-performance porous coatings for respiratory personal protective equipment,09/10/2020
1473,https://seedfund.nsf.gov/awardees/history/details/?company=dascena,Dascena,"Hayward, CA",SBIR Phase I Machine Learning for Screening Acute Respiratory Distress Syndrome in General and COVID-19 Patient Populations,09/10/2020
